,Keyword,Count
4010,cognitive intents,1
4011,asset administration shell,1
4012,5g network,1
4013,management factors,1
4014,saas,1
4015,surgery,1
4016,visual programming,1
4017,kinesthetic,1
4018,actuator,1
4019,silk-making workshop,1
4020,trust model,1
4021,maritime cyber intelligence,1
4022,logic-based trust model,1
4023,epistemic logic,1
4024,psychometric ai,1
4025,human resources,1
4026,operational excellence,1
4027,cr,1
4028,severe accident management guidelines,1
4029,student experience,1
4030,project based learning,1
4031,multidisciplinary design,1
4032,cooperative education,1
4033,exponential technologies,1
4034,cognitive enterprise,1
4035,proactive vitality management,1
4036,training evaluation,1
4037,knowledge-based ai,1
4038,p-300,1
4039,event-related potential,1
4040,linguistic d number,1
4041,danp method,1
4042,similarity bias,1
4043,security alert interfaces,1
4044,multiple objective searches,1
4045,forms of alerts,1
4046,technology-enhanced learning,1
4047,smart classrooms,1
4048,abstraction hierarchy,1
4049,severe accidents,1
4050,sap systems,1
4051,complex event processing,1
4052,telexistence,1
4053,coordinated transportation,1
4054,seafarer,1
4055,maritime safety,1
4056,matching pairs,1
4057,digital manufacturing technologies,1
4058,digital green fabrication,1
4059,digital education,1
4060,delphi analysis,1
4061,workstation,1
4062,physiological measures,1
4063,human-factors engineering,1
4064,text processing,1
4065,[human-centered computing]:,1
4066,empirical studies in visualization,1
4067,semantic modelling,1
4068,rule-based modelling,1
4069,parallel processing,1
4070,multi-modal data,1
4071,intelligent environments,1
4072,intelligent swarm optimization algorithm,1
4073,intelligent calculation,1
4074,computer-aided training,1
4075,artificial intelligence in transportation,1
4076,photoplethysmogram imaging,1
4077,instantaneous amplitude,1
4078,probabilistic inference,1
4079,belief propagation,1
4080,value sensitive design,1
4081,social smart industry,1
4082,axiomatic design,1
4083,xmanai platform,1
4084,business value,1
4085,time required,1
4086,performance influencing factor,1
4087,twelve minutes,1
4088,serious game,1
4089,iranian violence,1
4090,involuntary time loop,1
4091,cognitive education,1
4092,interpretability,1
4093,hfe,1
4094,autonomous driving system,1
4095,driver monitoring system,1
4096,license plate recognition,1
4097,job quality,1
4098,triboelectric nanogenerator,1
4099,piezoelectric micromachined ultrasound transducer,1
4100,secondary task,1
4101,decision authority,1
4102,team virtuality,1
4103,team creativity,1
4104,work pace,1
4105,perceived workload,1
4106,parallel manufacturing,1
4107,road condition monitoring,1
4108,manuverse,1
4109,decentralized autonomous organization (dao),1
4110,cyber-physical-social systems (cpsss),1
4111,computational experiments,1
4112,artificial systems,1
4113,and parallel execution (acp),1
4114,transportation,1
4115,traffic management system,1
4116,visual displays,1
4117,distributed supervisory control systems,1
4118,discrete manufacturing,1
4119,non-driving related activity,1
4120,fallback readiness,1
4121,driver state,1
4122,conditional automated driving,1
4123,automation supervision,1
4124,interactivity,1
4125,demand,1
4126,xaas,1
4127,qos,1
4128,nlu,1
4129,mec,1
4130,lxc,1
4131,6g,1
4132,prescriptive analytics,1
4133,industrial policing,1
4134,cognitive privacy,1
4135,spanish translation,1
4136,measurement equivalence,1
4137,sample entropy,1
4138,prediction ellipse,1
4139,interruption management,1
4140,cognitive effects,1
4141,direct perception,1
4142,head mounted display,1
4143,levels of automation (loa),1
4144,theory of basic human values,1
4145,norm activation model,1
4146,international travel,1
4147,domestic travel,1
4148,covid-19 booster vaccine,1
4149,maintenance task complexity,1
4150,complex operational terrain,1
4151,co-assembly,1
4152,rational abilities,1
4153,construction laborers,1
4154,cognitive behavior,1
4155,foreman safety behavior,1
4156,cognitive theory,1
4157,behavioral influence,1
4158,agent-based model (abm),1
4159,knowledge transfer willingness,1
4160,physiological effects,1
4161,physical effects,1
4162,head worn displays,1
4163,cognitive-load,1
4164,center-of-pressure,1
4165,conversational user interfaces,1
4166,cybernation,1
4167,cognitization,1
4168,cognitive cyber-physical production system,1
4169,adaptive cognitive manufacturing systems,1
4170,human-centred ai,1
4171,tanker shipping,1
4172,sire 2.0,1
4173,preventive actions,1
4174,deficiency investigation,1
4175,causation,1
4176,digital investigation model,1
4177,digital forensics,1
4178,digital forensic tool,1
4179,digital evidence,1
4180,spatial packaging,1
4181,routing,1
4182,graphbased enumeration,1
4183,computational geometry,1
4184,task assignment,1
4185,human role,1
4186,long-term cognitive networks (ltcns),1
4187,machine-learning interpretability,1
4188,industrial artificial intelligence of things (aiot),1
4189,online deep reinforcement learning,1
4190,mixed perception,1
4191,human-robot collaborative maintenance,1
4192,pervasive eye tracking,1
4193,road crash,1
4194,risky behavior,1
4195,path analysis model,1
4196,delivery workers,1
4197,deep neural networks (dnns),1
4198,recurrent neural networks,1
4199,adversarial robustness,1
4200,adversarial examples,1
4201,multiagent simulation,1
4202,human-system interaction,1
4203,power-delivery systems,1
4204,operational technology,1
4205,cybersecurity operations,1
4206,computer forensics,1
4207,wire harness,1
4208,affective,1
4209,agile project management,1
4210,gesture-based teleoperation,1
4211,process quality control,1
4212,3d digital technological process,1
4213,object mapping,1
4214,urban green space,1
4215,urban ecology,1
4216,subjective measurement,1
4217,street view image,1
4218,green perception,1
4219,textile fabric,1
4220,tactile perception,1
4221,friction,1
4222,characteristic features,1
4223,brain activation,1
4224,workshop,1
4225,metascience,1
4226,interdisciplinary,1
4227,4e,1
4228,siamese neural networks,1
4229,robot vision,1
4230,technical disclosure,1
4231,creative process engagement,1
4232,creativity for improvement,1
4233,quantitative causality,1
4234,direct manipulation,1
4235,convolution neural network,1
4236,cognitive normal,1
4237,artificial intelligence system,1
4238,intention,1
4239,healthcare systems,1
4240,health professionals,1
4241,masculinity,1
4242,information flow,1
4243,creativity for innovation,1
4244,vegetarian,1
4245,vegan,1
4246,eggs,1
4247,dairy,1
4248,rumor detection,1
4249,psychological motivation,1
4250,work curiosity,1
4251,scientist-engineer dichotomy,1
4252,object recognition,1
4253,information retrieval,1
4254,behavioural,1
4255,evolutionary algorithm,1
4256,interdependence,1
4257,fuzzy dematel,1
4258,automated recruitment tools,1
4259,xaml,1
4260,cognition load,1
4261,classic c#,1
4262,overlay cognitive radio,1
4263,non-orthogonal multiple access,1
4264,in phase and quadrature phase imbalance,1
4265,full-duplex,1
4266,study protocol,1
4267,fuzzy best–worst method,1
4268,process supervision,1
4269,abnormal operation,1
4270,job experience,1
4271,physical and mental fatigue,1
4272,fatigue measurement,1
4273,workplace health promotion,1
4274,smart grid,1
4275,performance shaping factors (psfs),1
4276,sentiment analysis,1
4277,technology and society,1
4278,force,1
4279,ebbdsa,1
4280,cross-tier interference,1
4281,single tones ect,1
4282,gaussian kernel functions,1
4283,artificial neural network,1
4284,warehousing 4.0,1
4285,ocular motor behaviour,1
4286,muscle,1
4287,theories,1
4288,adaptive wavelet entropy deep feature fusion,1
4289,production targets,1
4290,definitions,1
4291,construction 4.0 skills,1
4292,construction 4.0,1
4293,smart healthcare monitoring system,1
4294,recurrent neural network,1
4295,modified vulture satiation-based african vultures optimization algorithm,1
4296,internet of medical things,1
4297,cloud-based services,1
4298,e5g mobile technologies spectrum allocation,1
4299,ar applications,1
4300,interaction/industrial design,1
4301,push and pull,1
4302,psychological status,1
4303,pain syndromes,1
4304,forces,1
4305,semiconductors industry,1
4306,integral engineer,1
4307,controls systems,1
4308,rectified linear activation,1
4309,deep convolutional neural network,1
4310,requirements elicitation,1
4311,explainability in ai,1
4312,conceptual model,1
4313,research priorities,1
4314,lewy body dementia,1
4315,community engagement,1
4316,visual characteristics,1
4317,maintenance authoring tool,1
4318,topology optimization,1
4319,simulation-based design,1
4320,design tools,1
4321,cognitive cities,1
4322,passenger pod,1
4323,data,1
4324,hyperloop,1
4325,task difficulty,1
4326,hazard anticipation,1
4327,dynamic hazard,1
4328,cognitive failures,1
4329,empowerment,1
4330,assistive technology for people with disabilities,1
4331,construction safety planning,1
4332,construction hazard prevention through design,1
4333,team transactive memory systems,1
4334,team idiosyncratic deals,1
4335,team exploratory-exploitative knowledge sharing,1
4336,team cognitive flexibility,1
4337,team breakthrough innovation,1
4338,hybrid manufacturing,1
4339,instruction,1
4340,humancentric,1
4341,open data,1
4342,iot networks,1
4343,multidisciplinary design and optimization,1
4344,degradation analysis,1
4345,slam,1
4346,reward shaping,1
4347,reflex,1
4348,innenwelt,1
4349,cognitive sensory system,1
4350,services,1
4351,revolution,1
4352,medical training,1
4353,reference class forecasting,1
4354,project valuation,1
4355,production forecasting,1
4356,debiasing methods,1
4357,sustainable consumption,1
4358,consumer perception,1
4359,business intelligence,1
4360,troubleshooting,1
4361,availability,1
4362,ai/ml,1
4363,stimulus-organism-response (sor) model,1
4364,social commerce features,1
4365,new retail,1
4366,symbol grounding problem,1
4367,ceramic industry,1
4368,industrial economic development,1
4369,aied,1
4370,map-less navigation,1
4371,lidar,1
4372,continuous action,1
4373,autonomous mobile robot,1
4374,teacher well-being,1
4375,pedagogical appropriateness,1
4376,children's rights,1
4377,artificial intelligence in education,1
4378,ai literacy,1
4379,jingdezhen,1
4380,ai in k-12 education,1
4381,virtual profiles,1
4382,social computing,1
4383,people as a service,1
4384,mild cognitive impairment,1
4385,independent living,1
4386,digital avatars,1
4387,tax collection and management,1
4388,neurodesign,1
4389,interactive devices,1
4390,efficient energy,1
4391,road infrastructure,1
4392,operability and maintainability (om),1
4393,operator assistance system,1
4394,augmented industries,1
4395,dynamic ontology,1
4396,cognitive engine,1
4397,augmented decision-making,1
4398,transcranial direct current stimulation,1
4399,sustained visual attention,1
4400,frontal eye field,1
4401,cognitive authentication,1
4402,safety behavior management,1
4403,downstream,1
4404,tool-use,1
4405,schema-based learning,1
4406,multimodal action discovery,1
4407,icub,1
4408,developmental robotics,1
4409,artificial play,1
4410,remote operations centre (roc),1
4411,operability and maintainability barriers,1
4412,deprivation,1
4413,statistical modeling prediction,1
4414,emotional skills,1
4415,structured equation modelling,1
4416,heuristic,1
4417,robot development,1
4418,medical simulation,1
4419,facial action units,1
4420,visual optimization design,1
4421,nonlinear partial equation,1
4422,mechanical industrial equipment,1
4423,safety practitioners,1
4424,safety beliefs,1
4425,causal perceptions,1
4426,local strong thermal radiation (lstr),1
4427,manufacturing management,1
4428,continuous improvement team,1
4429,business information systems,1
4430,learning categories and concepts,1
4431,collaborative assembly systems,1
4432,risk student estimate algorithm,1
4433,learning achievement model,1
4434,maritime autonomy,1
4435,maritime autonomous surface ship (mass),1
4436,engineer-centred design,1
4437,intelligent financial sharing,1
4438,decision dynamics,1
4439,hi program competencies,1
4440,hi jobs,1
4441,hi courses,1
4442,production development,1
4443,product realisation,1
4444,platforms,1
4445,integration,1
4446,safety hazards,1
4447,prescriptive learning,1
4448,competitive differentiation,1
4449,behavioral,1
4450,affective engagements,1
4451,manipulation system,1
4452,"humanââ€â""robot interaction",1
4453,force sensing,1
4454,comanipulation,1
4455,collaborative arm,1
4456,work analysis,1
4457,mental demand,1
4458,risk-taking behaviors,1
4459,employers,1
4460,wearable eeg,1
4461,intelligent financial decision-making,1
4462,intelligent analysis visualization,1
4463,intelligent accounting system,1
4464,cognitive task performance,1
4465,auditory pre-stimulation,1
4466,workers psychology,1
4467,iso 26000,1
4468,iso 14001,1
4469,hazard classification,1
